% time	cellId	IMSI	RNTI	rsrp	sinr
0.0102143	1	5	0	6.72185e-11	3.0284
0.0112143	1	1	0	6.72184e-11	3.02746
0.0112143	1	2	0	6.72184e-11	3.02767
0.0112143	1	3	0	6.72184e-11	3.02788
0.0112143	1	4	0	6.72184e-11	3.02808
0.0112143	1	5	0	6.72185e-11	3.02829
0.0122143	1	1	0	6.72184e-11	3.02727
0.0122143	1	2	0	6.72184e-11	3.0275
0.0122143	1	3	0	6.72184e-11	3.02773
0.0122143	1	4	0	6.72184e-11	3.02795
0.0122143	1	5	0	6.72184e-11	3.02818
0.0132143	1	1	0	6.72184e-11	3.02708
0.0132143	1	2	0	6.72184e-11	3.02733
0.0132143	1	3	0	6.72184e-11	3.02757
0.0132143	1	4	0	6.72184e-11	3.02782
0.0132143	1	5	0	6.72184e-11	3.02806
0.0142143	1	1	0	6.72183e-11	3.02689
0.0142143	1	2	0	6.72184e-11	3.02716
